tipo,pilar,fecha_publicacion,estado,hook,agitacion,reencuadre,sistema,cta,caption,hashtags,descripcion_visual,formato_produccion,guion,duracion_seg,imagen_url,prompt_imagen
"reel","DOLOR","2026-06-15","borrador","Más publicidad no te salva si perdés los leads que ya tenés.","Gastás en Zonaprop. Gastás en Argenprop. Gastás en Meta Ads. Los leads entran. Y el 41% nunca recibe respuesta. Estás pagando para traer clientes que después abandonás.","El problema no es la generación de leads. Es la retención. Cada peso que invertís en publicidad pierde valor si el proceso de seguimiento está roto.","Antes de aumentar el presupuesto publicitario, arreglá el sistema de respuesta. Ahí está el dinero que ya estás perdiendo.","Comentá DEMO y revisamos juntos tu proceso de respuesta actual.","Más publicidad no te salva si perdés los leads que ya tenés.\n\nGastás en Zonaprop.\nGastás en Argenprop.\nGastás en Meta Ads.\n\nLos leads entran.\nY el 41% nunca recibe respuesta.\n\nEstás pagando para traer clientes que después abandonás.\n\nEl problema no es la generación de leads.\nEs la retención.\n\nCada peso que invertís en publicidad pierde valor si el proceso de respuesta está roto.\n\nAntes de aumentar el presupuesto: arreglá el sistema de respuesta.\nAhí está el dinero que ya estás perdiendo.\n\nComentá DEMO.","#inmobiliaria|#inmobiliariasargentina|#publicidadinmobiliaria|#sistemasinmobiliarios|#godreamai","Cara a cámara. Fondo oscuro. Tono directo y tranquilo. No agresivo. Al nombrar los portales, hacer gesto de contar. Mensaje central claro: la inversión publicitaria pierde valor sin sistema.","cara_camara","[0-3s] Más publicidad no te salva si perdés los leads que ya tenés. / [3-15s] Gastás en Zonaprop, Argenprop, Meta Ads. Los leads entran. Y el 41% nunca recibe respuesta. Estás pagando para traer clientes que después abandonás. / [15-25s] El problema no es la generación de leads. Es la retención. Cada peso que invertís en publicidad pierde valor si el proceso de respuesta está roto. / [25-35s] Antes de aumentar el presupuesto: arreglá el sistema de respuesta. Ahí está el dinero que ya estás perdiendo. Comentá DEMO.","35","","Cara a cámara. Fondo #0a0a0a. Texto onscreen: ""PUBLICIDAD SIN SISTEMA = PLATA TIRADA"". Acento lima #CCFF00 en la cifra del 41%. Expresión serena y directa."
"historia","DOLOR","2026-06-15","borrador","¿Cuánto gastás en publicidad y cuánto convertís?","Relación entre inversión publicitaria y retención de leads","","","Respondé esta historia: ¿cuántos leads perdiste esta semana sin saberlo?","","#historias|#inmobiliaria|#publicidad|#conversion","5 stories sobre el costo de perder leads. Story 3 encuesta sobre portales. Story 5 reflexión sobre ROI.","solo_texto","Story 1: Pregunta de lunes: ¿cuánto gastás en publicidad por mes? / Story 2: Ahora la pregunta difícil: ¿cuántos de esos leads respondiste el mismo día? / Story 3: ENCUESTA - ¿En qué portales publicás? [Zonaprop | Argenprop | Mercado Libre | Varios] / Story 4: El costo real de un lead perdido no es lo que gastaste para traerlo. Es la comisión de la operación que no cerró. / Story 5: CTA - ¿Cuántos leads perdiste esta semana sin saberlo? Respondé esta historia.","","",""
"reel","TRANSFORMACION","2026-06-16","borrador","Cuando el vendedor se va, se lleva los contactos. A menos que tengas esto.","El vendedor estrella renuncia. Se va con 3 años de relaciones con clientes en el celular personal. Los chats. Los seguimientos. Los interesados que estaban por cerrar. Todo se va con él.","Esto no es un problema de lealtad. Es un problema de arquitectura. Si los datos viven en el celular del vendedor, los datos son del vendedor, no de la empresa.","Con el sistema correcto, cada contacto, cada conversación y cada historial de seguimiento queda en el sistema de la empresa. El vendedor puede irse. Los datos no.","Mandame INMO y te muestro cómo se ve eso en el sistema.","Cuando el vendedor se va, se lleva los contactos.\nA menos que tengas esto.\n\nEl vendedor estrella renuncia.\nSe va con 3 años de relaciones en el celular personal.\nLos chats. Los seguimientos.\nLos interesados que estaban por cerrar.\nTodo se va con él.\n\nEsto no es un problema de lealtad.\nEs un problema de arquitectura.\n\nSi los datos viven en el celular del vendedor, los datos son del vendedor.\nNo de la empresa.\n\nCon el sistema correcto:\n→ Cada contacto queda registrado en la empresa\n→ Cada conversación tiene historial\n→ El vendedor puede irse. Los datos no.\n\nMandame INMO y te muestro cómo se ve eso.","#inmobiliaria|#inmobiliariasargentina|#sistemasinmobiliarios|#rotacionpersonal|#godreamai","Cara a cámara. Tono serio pero empático. No culpar al vendedor. Señalar el problema de arquitectura. Al final, gesto de tranquilidad cuando menciona la solución.","cara_camara","[0-3s] Cuando el vendedor se va, se lleva los contactos. A menos que tengas esto. / [3-15s] El vendedor estrella renuncia. Se va con 3 años de relaciones en el celular personal. Los chats, los seguimientos, los interesados que estaban por cerrar. Todo se va con él. / [15-25s] Esto no es un problema de lealtad. Es un problema de arquitectura. Si los datos viven en el celular del vendedor, los datos son del vendedor, no de la empresa. / [25-35s] Con el sistema: cada contacto, cada conversación, cada historial queda en la empresa. El vendedor puede irse. Los datos no. Mandame INMO.","35","","Cara a cámara. Fondo oscuro. Expresión seria al inicio. Gesto de alivio al nombrar la solución. Texto onscreen: ""LOS DATOS SON DE LA EMPRESA, NO DEL VENDEDOR"" en lima #CCFF00."
"post_linkedin","AUTORIDAD","2026-06-16","borrador","Por qué el Excel no alcanza cuando el negocio empieza a crecer.","Excel alcanza hasta que un vendedor se va y se lleva sus fórmulas.\nExcel alcanza hasta que necesitás saber cuántos leads están sin responder ahora mismo.\nExcel alcanza hasta que querés saber qué propiedad generó más interés este mes.\n\nExcel espera. El negocio no espera.","El problema no es Excel. Es que Excel es una herramienta pasiva en un proceso que necesita ser activo.\n\nNo avisa. No sigue. No actúa. Muestra lo que alguien cargó manualmente, cuando alguien tuvo tiempo de cargarlo.","Un sistema activo registra automáticamente, avisa cuando algo falla, sigue cuando nadie se acuerda y muestra el estado real en tiempo real. Sin depender de que alguien abra el archivo.","¿Tu proceso de seguimiento depende de que alguien abra el Excel? (Diagnóstico gratuito — link en primer comentario.)","Por qué el Excel no alcanza cuando el negocio empieza a crecer.\n\nExcel alcanza hasta que un vendedor se va con sus fórmulas.\nExcel alcanza hasta que necesitás saber cuántos leads están sin responder ahora.\nExcel alcanza hasta que querés saber qué propiedad generó más interés este mes.\n\nExcel espera.\nEl negocio no espera.\n\nEl problema no es Excel.\nEs que Excel es una herramienta pasiva en un proceso que necesita ser activo.\n\nNo avisa. No sigue. No actúa.\nMuestra lo que alguien cargó, cuando alguien tuvo tiempo de cargarlo.\n\nUn sistema activo:\n→ Registra automáticamente\n→ Avisa cuando algo falla\n→ Sigue cuando nadie se acuerda\n→ Muestra el estado real en tiempo real\n\n¿Tu proceso de seguimiento depende de que alguien abra el Excel? (Link en primer comentario.)","#inmobiliaria|#realestate|#excel|#sistemasinmobiliarios|#inmobiliariasargentina","Post texto LinkedIn. Primera línea directa. Lista de limitaciones con estructura paralela.","solo_texto","","","",""
"historia","TRANSFORMACION","2026-06-16","borrador","¿Qué pasa con los contactos cuando un vendedor se va?","Mostrar la diferencia entre datos en el celular del vendedor vs datos en el sistema de la empresa","","","¿Los contactos de tus vendedores están en el sistema de tu empresa? Respondé esta historia.","","#historias|#inmobiliaria|#rotacionpersonal|#sistemasinmobiliarios","5 stories sobre retención de datos al rotar vendedores. Story 3 encuesta. Story 5 CTA.","solo_texto","Story 1: ¿Qué le pasa a los contactos de tu vendedor cuando se va? / Story 2: En la mayoría de las agencias: se van con él. Chats de WhatsApp personal, hojas de Excel propias, seguimientos en la cabeza. / Story 3: ENCUESTA - Si un vendedor se va mañana, ¿qué queda en tu empresa? [Todo queda en el sistema | Solo lo que cargó al CRM | Casi nada | Nada] / Story 4: Con el sistema correcto: el vendedor puede irse. Los contactos, conversaciones e historial de seguimiento quedan en la empresa. / Story 5: CTA - ¿Los contactos de tus vendedores están en el sistema de la empresa? Respondé esta historia.","","",""
"carrusel","AUTORIDAD","2026-06-17","borrador","Las 4 capas de una inmobiliaria que opera con sistema","Capa 1: Datos — dónde vive la información. Capa 2: Flujo — cómo se mueve automáticamente. Capa 3: Ejecución — qué hace el sistema sin intervención humana. Capa 4: Control — qué ve el dueño en tiempo real.","La mayoría de las inmobiliarias tiene herramientas en alguna de estas capas pero no las conecta. Tienen CRM pero siguen en WhatsApp. Tienen Excel pero no avisa. Tienen datos pero no los ven en tiempo real.","Cuando las 4 capas funcionan juntas, la operación se vuelve independiente de personas clave. El sistema corre solo. El dueño controla sin ejecutar.","¿Cuántas de estas 4 capas tiene tu inmobiliaria hoy? Guardá este carrusel.","Las 4 capas de una inmobiliaria que opera con sistema.\n\nLa mayoría tiene partes de alguna. Casi ninguna las tiene todas conectadas.\n\n→ Ver el carrusel.\n\n¿Cuántas capas tiene la tuya? Guardá esto.","#inmobiliaria|#inmobiliariasargentina|#arquitecturaoperativa|#sistemasinmobiliarios|#godreamai","Carrusel 6 slides. Una capa por slide. Numeración grande en lima #CCFF00. Fondo oscuro. Tipografía Bebas Neue. Visual limpio y técnico pero accesible.","carrusel_diseno","Slide 1: LAS 4 CAPAS DE UNA INMOBILIARIA QUE OPERA CON SISTEMA / Slide 2: CAPA 1 — DATOS. Un solo lugar donde vive toda la información: contactos, propiedades, historial de conversaciones. Sin datos duplicados. Sin hojas sueltas. / Slide 3: CAPA 2 — FLUJO. Cada consulta nueva dispara automáticamente una secuencia: notificación al vendedor, primer contacto al interesado, registro en el sistema. / Slide 4: CAPA 3 — EJECUCIÓN. El sistema actúa sin que nadie tenga que acordarse: seguimiento post-visita, reporte al propietario, alerta de lead sin contactar. / Slide 5: CAPA 4 — CONTROL. El dueño ve en tiempo real el estado de cada consulta, cada vendedor y cada propiedad. Sin preguntar. Sin reuniones. / Slide 6: ¿Cuántas de estas 4 capas tiene tu inmobiliaria hoy? (Link en primer comentario.)","","","Carrusel editorial oscuro. Capa numerada en grande lima #CCFF00. Nombre de la capa en Bebas Neue blanco. Descripción en DM Sans tamaño legible. Fondo #0a0a0a. Numeración visible como progresión."
"historia","AUTORIDAD","2026-06-17","borrador","¿En cuál de las 4 capas está el mayor agujero de tu inmobiliaria?","Compartir carrusel de 4 capas + encuesta sobre cuál capa falla más","","","Respondé: ¿cuál es el agujero más grande de tu operación?","","#historias|#inmobiliaria|#arquitectura|#sistema","5 stories. Compartir el carrusel. Encuesta sobre cuál capa falla. Insight sobre la más común.","solo_texto","Story 1: El carrusel de hoy tiene algo que no vi explicado en ningún lado para inmobiliarias. / Story 2: Son las 4 capas que tiene que tener cualquier operación que funcione sin depender de personas clave. / Story 3: ENCUESTA - ¿Cuál es el agujero más grande en tu inmobiliaria? [Los datos están dispersos | Los flujos son manuales | Nada se ejecuta solo | No tengo visibilidad] / Story 4: La capa que más falla en las agencias que veo: la ejecución automática. Todo depende de que alguien se acuerde. / Story 5: CTA - ¿Cuál es el agujero más grande de tu operación? Respondé esta historia.","","",""
"reel","AUTORIDAD","2026-06-18","borrador","En 30 segundos te muestro por dónde se escapan los clientes en tu inmobiliaria.","Abrí el panel. 3 consultas sin respuesta hace más de 24 horas. 1 visita agendada sin confirmación. 2 propietarios sin reporte hace más de 2 semanas. Esto es lo que el dueño no ve cuando no tiene sistema.","No se escapan por falta de publicidad. No se escapan por falta de vendedores. Se escapan en los espacios entre las herramientas que no hablan entre sí.","Con el panel correcto esto se ve en 30 segundos. Y se resuelve antes de que el interesado llame a la competencia.","Comentá DEMO y te mostramos cómo se ve el panel en tu inmobiliaria.","En 30 segundos te muestro por dónde se escapan los clientes.\n\nAbrí el panel:\n→ 3 consultas sin respuesta hace más de 24hs\n→ 1 visita agendada sin confirmación\n→ 2 propietarios sin reporte hace más de 2 semanas\n\nEsto es lo que el dueño no ve cuando no tiene sistema.\n\nNo se escapan por falta de publicidad.\nNo se escapan por falta de vendedores.\nSe escapan en los espacios entre herramientas que no hablan entre sí.\n\nCon el panel correcto: esto se ve en 30 segundos.\nY se resuelve antes de que el interesado llame a la competencia.\n\nComentá DEMO. (Link en primer comentario.)","#inmobiliaria|#inmobiliariasargentina|#datos|#sistemasinmobiliarios|#godreamai","Screencast del panel mostrando las 3 alertas en tiempo real. Cursor apuntando a cada métrica mientras la voz las nombra. Limpio. Directo.","pantalla","[0-3s] En 30 segundos te muestro por dónde se escapan los clientes en tu inmobiliaria. / [3-15s] Abrí el panel. 3 consultas sin respuesta hace más de 24hs. 1 visita agendada sin confirmación. 2 propietarios sin reporte hace más de 2 semanas. / [15-25s] No se escapan por falta de publicidad ni vendedores. Se escapan en los espacios entre herramientas que no hablan entre sí. / [25-35s] Con el panel correcto esto se ve en 30 segundos. Y se resuelve antes de que llamen a la competencia. Comentá DEMO.","35","","Screencast del panel dashboard con alertas en rojo/naranja/amarillo. Cursor moviéndose a cada alerta mientras se nombra. Números reales (anonimizados). Fondo #0a0a0a. Limpio y claro."
"post_linkedin","DOLOR","2026-06-18","borrador","Si tardás más de 5 minutos en responder un lead, tenés 21 veces menos chances de cerrarlo.","Esto lo mide el MIT Lead Response Management Study con datos de millones de interacciones.\n21 veces menos.\n\nNo un poco menos. 21 veces menos.\n\nEl tiempo de respuesta no es un detalle operativo. Es el factor más importante de conversión que existe en el sector inmobiliario.","¿Por qué es tan drástico el número?\n\nPorque el interesado que busca propiedad está en modo de decisión cuando escribe. Si no recibe respuesta inmediata, cambia de estado mental y empieza a comparar opciones.\n\nEl primer agente que responde captura la atención. El que responde 2 horas después compite contra 5 agentes que ya hablaron con el mismo cliente.","Una inmobiliaria con sistema responde en menos de 5 minutos, automáticamente, sin importar la hora. No para impresionar al cliente. Para estar primero.","¿Cuánto tarda tu agencia en dar el primer contacto? (Diagnóstico gratuito — link en primer comentario.)","Si tardás más de 5 minutos en responder un lead, tenés 21 veces menos chances de cerrarlo.\n\n(MIT Lead Response Management Study.)\n\n21 veces menos.\nNo un poco menos. 21 veces menos.\n\nEl tiempo de respuesta no es un detalle operativo.\nEs el factor más importante de conversión en el sector inmobiliario.\n\n¿Por qué tan drástico?\n\nEl interesado que busca propiedad está en modo de decisión cuando escribe.\nSi no recibe respuesta inmediata, cambia de estado mental y empieza a comparar.\n\nEl primer agente que responde captura la atención.\nEl que responde 2 horas después compite contra 5 agentes que ya hablaron con el mismo cliente.\n\nUna inmobiliaria con sistema responde en menos de 5 minutos, automáticamente.\nNo para impresionar. Para estar primero.\n\n¿Cuánto tarda tu agencia? (Link en primer comentario.)","#inmobiliaria|#realestate|#speedtolead|#inmobiliariasargentina|#sistemasinmobiliarios","Post texto LinkedIn. ""21 veces menos"" es el gancho. Datos del MIT como autoridad.","solo_texto","","","",""
"historia","AUTORIDAD","2026-06-18","borrador","21x. El número que más duele en el sector inmobiliario.","Dato del MIT sobre velocidad de respuesta + demo del sistema respondiendo en menos de 5 minutos","","","¿Cuánto tarda tu agencia en dar el primer contacto? Respondé esta historia.","","#historias|#inmobiliaria|#speedtolead|#datos","5 stories. Story 1-2 el dato. Story 3 la implicancia concreta. Story 4 demo de velocidad de respuesta. Story 5 CTA.","pantalla","Story 1: El número que más duele en el sector inmobiliario: 21x. / Story 2: Si tardás más de 5 minutos en responder un lead, tenés 21 veces menos chances de cerrarlo. (MIT, millones de datos.) / Story 3: En la práctica: el agente promedio tarda 917 minutos. El interesado ya habló con 5 agencias más. / Story 4: DEMO - así se ve el primer contacto automático que llega en 43 segundos cuando un lead entra por Zonaprop. / Story 5: CTA - ¿Cuánto tarda tu agencia en el primer contacto? Respondé esta historia.","","",""
"reel","OBJECION","2026-06-19","borrador","No quiero obligar a mis vendedores a cargar datos. El argumento que más escucho.","Si el sistema depende de que los vendedores carguen datos, el sistema ya falló antes de arrancar. Los vendedores no cargan datos porque están vendiendo. O porque no tienen tiempo. O porque lo hacen cuando se acuerdan, que es tarde.","El problema no es la disciplina de los vendedores. Es el diseño del sistema. Un buen sistema no depende de la carga manual. Captura la información automáticamente de donde ya está.","El sistema capta la consulta del portal automáticamente. El primer mensaje se envía solo. La conversación queda registrada sin que nadie tenga que cargar nada. El vendedor solo confirma qué pasó en la llamada.","Comentá DEMO y te mostramos cómo funciona sin requerir nada de tus vendedores.","No quiero obligar a mis vendedores a cargar datos.\nEl argumento que más escucho.\n\nSi el sistema depende de que los vendedores carguen datos, el sistema ya falló antes de arrancar.\n\nLos vendedores no cargan datos porque:\n→ Están vendiendo\n→ No tienen tiempo\n→ Lo hacen cuando se acuerdan (tarde)\n\nEl problema no es la disciplina.\nEs el diseño del sistema.\n\nUn buen sistema no depende de la carga manual.\nCaptura la información automáticamente de donde ya está.\n\nEl vendedor solo confirma qué pasó en la llamada.\nNada más.\n\nComentá DEMO.","#inmobiliaria|#inmobiliariasargentina|#sistemasinmobiliarios|#godreamai|#objecion","Cara a cámara. Tono de comprensión inicial. Giro al explicar que el diseño correcto no requiere carga manual. Énfasis en ""captura sola"".","cara_camara","[0-3s] No quiero obligar a mis vendedores a cargar datos. El argumento que más escucho. / [3-15s] Si el sistema depende de que los vendedores carguen datos, el sistema ya falló antes de arrancar. Los vendedores no cargan porque están vendiendo, o porque lo hacen cuando se acuerdan, que ya es tarde. / [15-25s] El problema no es la disciplina. Es el diseño del sistema. Un buen sistema no depende de la carga manual. Captura la información automáticamente de donde ya está. / [25-35s] El vendedor solo confirma qué pasó en la llamada. Nada más. Comentá DEMO.","35","","Cara a cámara. Fondo #0a0a0a. Gesto de manos que representan ""captura sola"". Texto onscreen: ""EL SISTEMA CAPTURA SOLO"" en lima #CCFF00. Expresión serena y directa."
"historia","OBJECION","2026-06-19","borrador","¿Tus vendedores cargan datos en el CRM?","Objeción de la carga manual: el sistema bien diseñado no lo requiere","","","¿Qué porcentaje de tus vendedores carga el CRM todos los días? Respondé esta historia.","","#historias|#inmobiliaria|#crm|#objecion","5 stories sobre la objeción de carga manual. Story 3 encuesta sobre adopción. Story 5 reencuadre y CTA.","solo_texto","Story 1: La objeción de hoy: no quiero obligarlos a cargar datos. / Story 2: Es la más común. Y tiene razón a medias. Si el sistema requiere carga manual, el sistema falla. / Story 3: ENCUESTA - ¿Qué % de tus vendedores carga el CRM todos los días? [90-100% | 50-89% | Menos del 50% | No usamos CRM] / Story 4: El sistema correcto no requiere que nadie cargue nada. La consulta entra sola. La conversación se registra sola. El vendedor solo confirma la llamada. / Story 5: CTA - ¿Cuánto carga manualmente tu equipo hoy? Respondé esta historia.","","",""
"carrusel","TRANSFORMACION","2026-06-20","borrador","Cómo se ve el antes y el después de un Sprint de 14 días","Días 1-2: diagnóstico de fricción. Día 3: diseño del sistema. Días 4-10: implementación. Días 11-12: testeo. Días 13-14: deploy y walkthrough. Después: el sistema corre solo.","El cambio más importante no está en la tecnología. Está en que la operación deja de depender de personas clave para funcionar.","14 días con alcance cerrado. Resultado concreto: sistema funcionando, documentado y entregado. No una presentación. No un plan. Un sistema real.","¿Querés ver cómo se vería ese Sprint en tu inmobiliaria? (Link en primer comentario.)","Cómo se ve el antes y el después de un Sprint de 14 días.\n\nDía 1 a 14: de cero fricción operativa a sistema funcionando.\n\n→ Ver el proceso completo en el carrusel.\n\n¿Querés verlo en tu caso? (Link en primer comentario.)","#inmobiliaria|#inmobiliariasargentina|#sprint|#sistemasinmobiliarios|#godreamai","Carrusel 7 slides. Timeline visual del Sprint. Días numerados. Fondo oscuro. Tipografía Bebas Neue. Lima #CCFF00 en números de días.","carrusel_diseno","Slide 1: 14 DÍAS. DE CAOS OPERATIVO A SISTEMA QUE CORRE SOLO. / Slide 2: DÍAS 1-2 — Diagnóstico de fricción. Identificamos la causa raíz real, no el síntoma. Herramientas, procesos, datos, cuellos de botella. / Slide 3: DÍA 3 — Diseño de arquitectura. Las 4 capas: datos, flujo, ejecución y control. Alcance cerrado desde este momento. / Slide 4: DÍAS 4-10 — Implementación. Integraciones, base de datos central, respuestas automáticas, panel de control. / Slide 5: DÍAS 11-12 — Testeo en condiciones reales. El cliente valida. Nosotros ajustamos. / Slide 6: DÍAS 13-14 — Deploy + documentación + walkthrough. El sistema queda funcionando y documentado para que cualquiera lo opere. / Slide 7: DESPUÉS — El sistema corre solo. El dueño controla. El equipo ejecuta sin fricción. (Link en primer comentario.)","","","Carrusel timeline. Fondo #0a0a0a. Barra de progreso visual de días (1→14). Números grandes en lima #CCFF00. Texto descriptivo breve por fase. Tipografía Bebas Neue para días, DM Sans para descripción."
"historia","FUNDADOR","2026-06-20","borrador","14 días de Sprint: qué pasa por dentro","Historia detrás del proceso: cómo es el trabajo real durante un Sprint","","","¿Querés ver cómo sería el diagnóstico para tu inmobiliaria? Respondé esta historia.","","#historias|#fundador|#godreamai|#sprint|#proceso","5 stories humanizando el proceso del Sprint. Lo que hace GDAI por dentro. Cierre con CTA a diagnóstico.","solo_texto","Story 1: Sábado. Te cuento cómo es un Sprint de verdad por dentro. / Story 2: Días 1 y 2: no arrancamos con tecnología. Arrancamos entendiendo qué duele y por qué. Hablamos con el dueño, miramos los procesos, identificamos dónde se pierde la plata. / Story 3: Día 3: diseñamos la arquitectura. Las 4 capas. El alcance cerrado. El cliente sabe exactamente qué va a recibir. / Story 4: Días 4 a 14: implementación, testeo y deploy. El cliente valida. Nosotros ajustamos. Al día 14, el sistema está corriendo y documentado. / Story 5: CTA - ¿Querés ver cómo sería el diagnóstico para tu inmobiliaria? Respondé esta historia.","","",""
"reel","DOLOR","2026-06-22","borrador","'Tengo 200 chats y no sé a quién contesté.' Si te pasa, mirá esto.","El vendedor abre el WhatsApp. 200 mensajes. Sin leer, sin prioridad, sin asignación. No sabe cuáles son nuevos, cuáles esperan respuesta, cuáles ya recibieron seguimiento. La única forma de saberlo es leyendo los 200.","Esto no es un problema de WhatsApp. Es un problema de que el canal de ventas no tiene arquitectura detrás.","Con el sistema correcto, cada mensaje que entra tiene un estado. El vendedor ve inmediatamente cuáles son nuevos, cuáles esperan respuesta y cuáles ya están en seguimiento. Sin leer los 200.","Comentá DEMO y te mostramos cómo se ve eso en el sistema.","'Tengo 200 chats y no sé a quién contesté.'\nSi te pasa, mirá esto.\n\nEl vendedor abre el WhatsApp.\n200 mensajes.\nSin leer, sin prioridad, sin asignación.\n\nNo sabe cuáles son nuevos.\nNo sabe cuáles esperan respuesta.\nNo sabe cuáles ya tienen seguimiento.\n\nLa única forma de saberlo: leer los 200.\n\nEsto no es un problema de WhatsApp.\nEs que el canal de ventas no tiene arquitectura detrás.\n\nCon el sistema correcto:\n→ Cada mensaje tiene un estado\n→ El vendedor ve qué es nuevo, qué espera, qué está en seguimiento\n→ Sin leer los 200\n\nComentá DEMO.","#inmobiliaria|#inmobiliariasargentina|#whatsapp|#sistemasinmobiliarios|#godreamai","Cara a cámara. Empezar con la frase entre comillas en texto onscreen. Tono de empatía: ""lo veo todo el tiempo"". Gesto de overwhelm al describir los 200 mensajes.","cara_camara","[0-3s] 'Tengo 200 chats y no sé a quién contesté.' Si te pasa, mirá esto. / [3-15s] El vendedor abre el WhatsApp. 200 mensajes. Sin leer, sin prioridad, sin asignación. No sabe cuáles son nuevos, cuáles esperan respuesta. La única forma de saberlo: leer los 200. / [15-25s] Esto no es un problema de WhatsApp. Es que el canal de ventas no tiene arquitectura detrás. / [25-35s] Con el sistema: cada mensaje tiene un estado. El vendedor ve qué es nuevo, qué espera, qué está en seguimiento. Sin leer los 200. Comentá DEMO.","35","","Cara a cámara. Texto onscreen al inicio: '200 CHATS SIN ORDEN' en blanco. Gesto de desbordamiento. Luego contraste con el sistema ordenado. Fondo #0a0a0a. Lima #CCFF00 en ""CON EL SISTEMA""."
"historia","DOLOR","2026-06-22","borrador","¿Cuántos mensajes sin responder tiene tu equipo ahora mismo?","El caos del WhatsApp sin sistema: 200 mensajes sin orden ni prioridad","","","Respondé esta historia: ¿cuántos mensajes sin responder tiene tu equipo?","","#historias|#inmobiliaria|#whatsapp|#caos","5 stories sobre el problema de los chats desordenados. Story 3 encuesta de cantidad de mensajes.","solo_texto","Story 1: ¿Cuántos mensajes sin responder tiene tu inmobiliaria ahora mismo? / Story 2: En la mayoría de las agencias que veo: más de 50. Sin prioridad. Sin asignación. Sin estado. / Story 3: ENCUESTA - ¿Cuántos mensajes sin responder tiene tu equipo? [Menos de 20 | 20 a 50 | Más de 50 | Prefiero no contarlos] / Story 4: El problema no es la cantidad. Es que sin sistema, no sabés cuáles son urgentes y cuáles ya están atendidos. / Story 5: CTA - ¿Cuántos mensajes sin responder tiene tu equipo ahora? Respondé esta historia.","","",""
"reel","TRANSFORMACION","2026-06-23","borrador","Hay dos inmobiliarias: la que apaga incendios y la que tiene un sistema.","La primera: el dueño llama a los vendedores para saber qué pasó con los leads. Los vendedores intentan acordarse. Se pierden operaciones entre las cosas que nadie registró. Cada semana es un reinicio.","La segunda: el dueño abre el panel, ve el estado de cada consulta, cada vendedor y cada propiedad. Sin llamar a nadie. Sin reuniones de seguimiento. Sin reiniciar cada semana.","La diferencia no está en los vendedores ni en la publicidad. Está en si la operación tiene arquitectura o no.","Comentá DEMO y miramos juntos en cuál de las dos está tu inmobiliaria.","Hay dos inmobiliarias:\nla que apaga incendios y la que tiene un sistema.\n\nLa primera:\n→ El dueño llama a los vendedores para saber qué pasó\n→ Los vendedores intentan acordarse\n→ Se pierden operaciones entre cosas que nadie registró\n→ Cada semana es un reinicio\n\nLa segunda:\n→ El dueño abre el panel\n→ Ve el estado de cada consulta, cada vendedor, cada propiedad\n→ Sin llamar a nadie\n→ Sin reuniones de seguimiento\n→ Sin reiniciar cada semana\n\nLa diferencia no está en los vendedores ni en la publicidad.\nEstá en si la operación tiene arquitectura o no.\n\nComentá DEMO.","#inmobiliaria|#inmobiliariasargentina|#sistemasinmobiliarios|#arquitectura|#godreamai","Cara a cámara. Estructura clara en dos mitades: primero describe la que apaga incendios (tono de cansancio), luego la que tiene sistema (tono de alivio). Contraste emocional.","cara_camara","[0-3s] Hay dos inmobiliarias: la que apaga incendios y la que tiene un sistema. / [3-15s] La primera: el dueño llama a sus vendedores para saber qué pasó. Los vendedores intentan acordarse. Se pierden operaciones entre cosas que nadie registró. Cada semana es un reinicio. / [15-25s] La segunda: el dueño abre el panel. Ve el estado de cada consulta, cada vendedor, cada propiedad. Sin llamar a nadie. Sin reuniones. Sin reiniciar. / [25-35s] La diferencia no está en los vendedores ni en la publicidad. Está en si la operación tiene arquitectura o no. Comentá DEMO.","35","","Cara a cámara. Fondo #0a0a0a. Split textual en pantalla: LA QUE APAGA INCENDIOS (rojo sutil) / LA QUE TIENE SISTEMA (lima #CCFF00). Expresión de contraste emocional entre ambas."
